t_ms,blink_left,blink_right,blink_mean,gaze_dx,gaze_dy,mouth_open,brow_left,brow_right,brow_mean,iris_r_left,iris_r_right,iris_r_mean,gconf_left,gconf_right,gconf_mean
1760991180351.180,0.637130,0.444715,0.540923,-0.160990,0.098948,0.012133,1.000000,1.000000,1.000000,0.078849,0.089956,0.084402,1.000000,1.000000,1.000000
1760991180534.119,0.428805,0.144394,0.286599,-0.179979,-0.045235,0.022242,1.000000,1.000000,1.000000,0.084415,0.097399,0.090907,1.000000,1.000000,1.000000
1760991180606.358,0.219310,0.000000,0.109655,-0.112258,-0.008740,0.014679,1.000000,1.000000,1.000000,0.089239,0.098952,0.094095,1.000000,1.000000,1.000000
1760991180705.137,0.246644,0.000000,0.123322,-0.165658,-0.026937,0.023947,1.000000,1.000000,1.000000,0.083946,0.103281,0.093613,1.000000,1.000000,1.000000
1760991180822.819,0.215921,0.000000,0.107961,-0.169394,-0.039369,0.034244,1.000000,1.000000,1.000000,0.086645,0.103920,0.095283,1.000000,1.000000,1.000000
1760991180941.010,0.126356,0.000000,0.063178,-0.155079,-0.050294,0.022652,1.000000,1.000000,1.000000,0.084254,0.106384,0.095319,1.000000,1.000000,1.000000
1760991181052.299,0.047226,0.000000,0.023613,-0.192111,-0.084741,0.030550,1.000000,1.000000,1.000000,0.082049,0.108941,0.095495,1.000000,1.000000,1.000000
1760991181168.509,0.080464,0.000000,0.040232,-0.234088,-0.098297,0.026013,1.000000,1.000000,1.000000,0.079910,0.113508,0.096709,1.000000,1.000000,1.000000
1760991181291.531,0.042776,0.000000,0.021388,-0.156235,-0.074799,0.024322,1.000000,1.000000,1.000000,0.082645,0.105432,0.094039,1.000000,1.000000,1.000000
1760991181406.241,0.002517,0.000000,0.001259,-0.153482,-0.093191,0.050856,1.000000,1.000000,1.000000,0.086036,0.106892,0.096464,1.000000,1.000000,1.000000
1760991181520.378,0.000000,0.000000,0.000000,-0.154565,-0.094625,0.003002,1.000000,1.000000,1.000000,0.088957,0.109987,0.099472,1.000000,1.000000,1.000000
1760991181652.601,0.000000,0.000000,0.000000,-0.148394,-0.119489,0.008494,1.000000,1.000000,1.000000,0.089610,0.108682,0.099146,1.000000,1.000000,1.000000
1760991181784.036,0.000000,0.000000,0.000000,-0.110235,-0.172888,0.010749,1.000000,1.000000,1.000000,0.091586,0.102692,0.097139,1.000000,1.000000,1.000000
1760991181920.238,0.000000,0.000000,0.000000,-0.155327,-0.128079,0.018018,1.000000,1.000000,1.000000,0.087837,0.104531,0.096184,1.000000,1.000000,1.000000
1760991182052.296,0.018192,0.000000,0.009096,-0.214934,-0.115553,0.004852,1.000000,1.000000,1.000000,0.084264,0.109726,0.096995,1.000000,1.000000,1.000000
1760991182185.105,0.000000,0.000000,0.000000,-0.156714,-0.092841,0.016873,1.000000,1.000000,1.000000,0.085312,0.110081,0.097696,1.000000,1.000000,1.000000
1760991182316.734,0.000000,0.000000,0.000000,-0.172245,-0.089643,0.004878,1.000000,1.000000,1.000000,0.082385,0.108183,0.095284,1.000000,1.000000,1.000000
1760991182452.949,0.000000,0.000000,0.000000,-0.134883,-0.097066,0.016775,1.000000,1.000000,1.000000,0.085809,0.106210,0.096009,1.000000,1.000000,1.000000
1760991182591.453,0.000000,0.000000,0.000000,-0.137250,-0.088016,0.047005,1.000000,1.000000,1.000000,0.085120,0.111019,0.098070,1.000000,1.000000,1.000000
1760991182721.004,0.040583,0.000000,0.020291,-0.193044,-0.050964,0.024094,1.000000,1.000000,1.000000,0.078970,0.108100,0.093535,1.000000,1.000000,1.000000
1760991182848.305,0.120298,0.000000,0.060149,-0.153266,-0.014377,0.039097,1.000000,1.000000,1.000000,0.079751,0.101929,0.090840,1.000000,1.000000,1.000000
1760991182984.390,0.172886,0.000000,0.086443,-0.110710,-0.014593,0.037523,1.000000,1.000000,1.000000,0.083447,0.102337,0.092892,1.000000,1.000000,1.000000
1760991183115.976,0.205121,0.142379,0.173750,0.002028,-0.079755,0.028098,1.000000,1.000000,1.000000,0.082671,0.092835,0.087753,1.000000,1.000000,1.000000
1760991183249.011,0.213074,0.087094,0.150084,-0.065534,-0.051026,0.033870,1.000000,1.000000,1.000000,0.081880,0.099401,0.090640,1.000000,1.000000,1.000000
1760991183381.073,0.285872,0.106582,0.196227,-0.087504,-0.095432,0.052291,1.000000,1.000000,1.000000,0.082591,0.098036,0.090313,1.000000,1.000000,1.000000
1760991183516.954,0.298280,0.090338,0.194309,-0.072252,-0.043941,0.056651,1.000000,1.000000,1.000000,0.082342,0.098397,0.090370,1.000000,1.000000,1.000000
1760991183648.596,0.245310,0.057538,0.151424,-0.051921,-0.054180,0.056115,1.000000,1.000000,1.000000,0.083851,0.098559,0.091205,1.000000,1.000000,1.000000
1760991183780.568,0.251745,0.101506,0.176626,-0.148283,-0.081296,0.072401,1.000000,1.000000,1.000000,0.078259,0.103905,0.091082,1.000000,1.000000,1.000000
1760991183912.757,0.254809,0.127698,0.191253,-0.083894,-0.075445,0.079442,1.000000,1.000000,1.000000,0.081485,0.096424,0.088954,1.000000,1.000000,1.000000
1760991184049.306,0.248729,0.138187,0.193458,-0.071038,-0.084679,0.049344,1.000000,1.000000,1.000000,0.078112,0.098058,0.088085,1.000000,1.000000,1.000000
1760991184181.067,0.218369,0.068015,0.143192,-0.103416,-0.077492,0.032650,1.000000,1.000000,1.000000,0.079339,0.101179,0.090259,1.000000,1.000000,1.000000
1760991184318.926,0.199584,0.141093,0.170338,-0.103633,-0.070020,0.024854,1.000000,1.000000,1.000000,0.081477,0.096260,0.088868,1.000000,1.000000,1.000000
1760991184448.085,0.236178,0.123449,0.179813,-0.147309,-0.073312,0.034267,1.000000,1.000000,1.000000,0.080050,0.100067,0.090058,1.000000,1.000000,1.000000
1760991184583.702,0.248957,0.127564,0.188260,-0.115196,-0.060434,0.040544,1.000000,1.000000,1.000000,0.077399,0.097354,0.087376,1.000000,1.000000,1.000000
1760991184715.553,0.223118,0.106368,0.164743,-0.148145,-0.042767,0.058355,1.000000,1.000000,1.000000,0.080710,0.099919,0.090314,1.000000,1.000000,1.000000
1760991184847.337,0.224172,0.083103,0.153637,-0.152719,-0.034966,0.039573,1.000000,1.000000,1.000000,0.078613,0.101325,0.089969,1.000000,1.000000,1.000000
1760991184979.101,0.231049,0.050847,0.140948,-0.177407,-0.015456,0.031590,1.000000,1.000000,1.000000,0.081677,0.104093,0.092885,1.000000,1.000000,1.000000
1760991185115.655,0.275383,0.060620,0.168002,-0.188924,-0.016068,0.012740,1.000000,1.000000,1.000000,0.081651,0.107565,0.094608,1.000000,1.000000,1.000000
1760991185253.216,0.278991,0.078550,0.178770,-0.183100,-0.039080,0.013379,1.000000,1.000000,1.000000,0.079516,0.103833,0.091674,1.000000,1.000000,1.000000
1760991185376.555,0.236056,0.050494,0.143275,-0.124864,-0.058635,0.053776,1.000000,1.000000,1.000000,0.080897,0.097740,0.089319,1.000000,1.000000,1.000000
1760991185511.649,0.240589,0.133068,0.186829,-0.119362,-0.024874,0.030662,1.000000,1.000000,1.000000,0.078038,0.100659,0.089348,1.000000,1.000000,1.000000
1760991185644.063,0.305576,0.272081,0.288828,-0.173937,-0.131224,0.033834,1.000000,1.000000,1.000000,0.077373,0.103707,0.090540,1.000000,1.000000,1.000000
1760991185776.074,0.430653,0.266705,0.348679,-0.132580,-0.129008,0.042810,1.000000,1.000000,1.000000,0.077485,0.091604,0.084544,1.000000,1.000000,1.000000
1760991185908.447,0.407765,0.381624,0.394694,-0.173384,-0.152255,0.048153,1.000000,1.000000,1.000000,0.072200,0.093688,0.082944,1.000000,1.000000,1.000000
1760991186059.250,0.394846,0.592528,0.493687,-0.254957,-0.336453,0.058603,1.000000,1.000000,1.000000,0.072740,0.101225,0.086983,1.000000,1.000000,1.000000
1760991186176.022,0.305881,0.309826,0.307853,-0.230052,-0.185893,0.059049,1.000000,1.000000,1.000000,0.074780,0.103990,0.089385,1.000000,1.000000,1.000000
1760991186307.981,0.381660,0.307543,0.344601,-0.140634,-0.072734,0.036999,1.000000,1.000000,1.000000,0.078417,0.095212,0.086815,1.000000,1.000000,1.000000
1760991186441.578,0.321181,0.237514,0.279347,-0.144831,-0.103219,0.067154,1.000000,1.000000,1.000000,0.076047,0.100126,0.088086,1.000000,1.000000,1.000000
1760991186576.390,0.337520,0.289613,0.313567,-0.149403,-0.103864,0.075439,1.000000,1.000000,1.000000,0.075991,0.094801,0.085396,1.000000,1.000000,1.000000
1760991186708.139,0.210357,0.069537,0.139947,-0.099227,-0.023955,0.000524,1.000000,1.000000,1.000000,0.080958,0.102038,0.091498,1.000000,1.000000,1.000000
1760991186840.874,0.170040,0.000000,0.085020,-0.073352,-0.045766,0.002245,1.000000,1.000000,1.000000,0.087553,0.102111,0.094832,1.000000,1.000000,1.000000
1760991186973.264,0.053535,0.000000,0.026767,-0.085801,-0.138668,0.019694,1.000000,1.000000,1.000000,0.089644,0.109275,0.099459,1.000000,1.000000,1.000000
1760991187108.835,0.121183,0.000000,0.060592,-0.104065,-0.133074,0.022243,1.000000,1.000000,1.000000,0.084109,0.108597,0.096353,1.000000,1.000000,1.000000
1760991187240.013,0.131828,0.018916,0.075372,-0.137487,-0.141724,0.026306,1.000000,1.000000,1.000000,0.085925,0.110493,0.098209,1.000000,1.000000,1.000000
1760991187372.482,0.083545,0.019518,0.051532,-0.123355,-0.175014,0.003189,1.000000,1.000000,1.000000,0.088122,0.111356,0.099739,1.000000,1.000000,1.000000
1760991187506.184,0.123993,0.020618,0.072306,-0.115066,-0.156539,0.001117,1.000000,1.000000,1.000000,0.088739,0.110203,0.099471,1.000000,1.000000,1.000000
1760991187641.213,0.138074,0.000000,0.069037,-0.204510,-0.130183,0.006070,1.000000,1.000000,1.000000,0.084094,0.116463,0.100278,1.000000,1.000000,1.000000
1760991187782.387,0.248275,0.000000,0.124138,-0.173369,-0.138383,0.002196,1.000000,1.000000,1.000000,0.087865,0.113551,0.100708,1.000000,1.000000,1.000000
1760991187904.865,0.176994,0.011746,0.094370,-0.177191,-0.154462,0.000235,1.000000,1.000000,1.000000,0.085631,0.112192,0.098912,1.000000,1.000000,1.000000
1760991188036.181,0.048305,0.000000,0.024153,-0.136246,-0.163362,0.046289,1.000000,1.000000,1.000000,0.089265,0.115007,0.102136,1.000000,1.000000,1.000000
1760991188172.724,0.085935,0.000000,0.042968,-0.132469,-0.204030,0.278893,1.000000,1.000000,1.000000,0.090135,0.110133,0.100134,1.000000,1.000000,1.000000
1760991188310.124,0.190647,0.000000,0.095324,-0.054562,-0.132705,0.276250,1.000000,1.000000,1.000000,0.097405,0.106397,0.101901,1.000000,1.000000,1.000000
1760991188436.381,0.157430,0.000000,0.078715,-0.125570,-0.122955,0.246137,1.000000,1.000000,1.000000,0.092404,0.108919,0.100661,1.000000,1.000000,1.000000
1760991188568.071,0.147046,0.000000,0.073523,-0.127251,-0.089816,0.213580,1.000000,1.000000,1.000000,0.094046,0.109190,0.101618,1.000000,1.000000,1.000000
1760991188703.896,0.091997,0.000000,0.045999,-0.153111,-0.083948,0.198498,1.000000,1.000000,1.000000,0.089758,0.113177,0.101468,1.000000,1.000000,1.000000
1760991188836.738,0.466582,0.000000,0.233291,-0.119369,-0.099852,0.179917,1.000000,1.000000,1.000000,0.078086,0.096130,0.087108,1.000000,1.000000,1.000000
1760991188968.201,0.156922,0.000000,0.078461,-0.063128,-0.133414,0.192094,1.000000,1.000000,1.000000,0.090425,0.096530,0.093478,1.000000,1.000000,1.000000
1760991189099.907,0.136750,0.000000,0.068375,-0.143482,-0.125186,0.161861,1.000000,1.000000,1.000000,0.084016,0.103316,0.093666,1.000000,1.000000,1.000000
1760991189236.001,0.125965,0.000000,0.062983,-0.176353,-0.123566,0.124734,1.000000,1.000000,1.000000,0.090219,0.110818,0.100519,1.000000,1.000000,1.000000
1760991189367.917,0.147763,0.000000,0.073881,-0.195720,-0.115192,0.148973,1.000000,1.000000,1.000000,0.086797,0.107295,0.097046,1.000000,1.000000,1.000000
1760991189508.725,0.121736,0.000000,0.060868,-0.191569,-0.100135,0.136904,1.000000,1.000000,1.000000,0.087032,0.109726,0.098379,1.000000,1.000000,1.000000
1760991189633.135,0.094763,0.000000,0.047382,-0.206212,-0.125008,0.157079,1.000000,1.000000,1.000000,0.085459,0.112213,0.098836,1.000000,1.000000,1.000000
1760991189769.604,0.118681,0.000000,0.059340,-0.205535,-0.105859,0.147776,1.000000,1.000000,1.000000,0.082977,0.115236,0.099106,1.000000,1.000000,1.000000
1760991189901.091,0.104806,0.000000,0.052403,-0.215885,-0.092820,0.153516,1.000000,1.000000,1.000000,0.086125,0.113444,0.099785,1.000000,1.000000,1.000000
1760991190032.218,0.097775,0.000000,0.048887,-0.199605,-0.087965,0.141664,1.000000,1.000000,1.000000,0.084595,0.113267,0.098931,1.000000,1.000000,1.000000
1760991190164.206,0.144367,0.000000,0.072184,-0.213034,-0.053087,0.133484,1.000000,1.000000,1.000000,0.085960,0.115144,0.100552,1.000000,1.000000,1.000000
1760991190300.986,0.158494,0.000000,0.079247,-0.156078,-0.077975,0.153887,1.000000,1.000000,1.000000,0.086751,0.110710,0.098730,1.000000,1.000000,1.000000
1760991190432.795,0.105659,0.000000,0.052829,-0.155187,-0.100195,0.154711,1.000000,1.000000,1.000000,0.088654,0.111123,0.099888,1.000000,1.000000,1.000000
1760991190564.697,0.138664,0.000000,0.069332,-0.191572,-0.024048,0.145123,1.000000,1.000000,1.000000,0.090800,0.102761,0.096781,1.000000,1.000000,1.000000
1760991190696.359,0.207463,0.000000,0.103732,-0.220158,0.016515,0.121630,1.000000,1.000000,1.000000,0.087745,0.103781,0.095763,1.000000,1.000000,1.000000
1760991190832.058,0.203990,0.000000,0.101995,-0.237859,-0.029084,0.103116,1.000000,1.000000,1.000000,0.087326,0.109988,0.098657,1.000000,1.000000,1.000000
1760991190964.746,0.165113,0.000000,0.082556,-0.208117,-0.044605,0.079667,1.000000,1.000000,1.000000,0.087706,0.104172,0.095939,1.000000,1.000000,1.000000
1760991191096.547,0.154355,0.000000,0.077178,-0.160254,-0.025842,0.077499,1.000000,1.000000,1.000000,0.088009,0.109193,0.098601,1.000000,1.000000,1.000000
1760991191231.280,0.150129,0.000000,0.075065,-0.183916,-0.011340,0.077111,1.000000,1.000000,1.000000,0.089776,0.110691,0.100233,1.000000,1.000000,1.000000
1760991191365.832,0.115807,0.000000,0.057904,-0.206645,-0.080610,0.073971,1.000000,1.000000,1.000000,0.084972,0.110938,0.097955,1.000000,1.000000,1.000000
1760991191496.276,0.227889,0.000000,0.113945,-0.231095,-0.069509,0.054267,1.000000,1.000000,1.000000,0.077953,0.109405,0.093679,1.000000,1.000000,1.000000
1760991191628.666,0.114201,0.000000,0.057101,-0.131545,-0.120911,0.054612,1.000000,1.000000,1.000000,0.085161,0.104889,0.095025,1.000000,1.000000,1.000000
1760991191760.062,0.085994,0.000000,0.042997,-0.158702,-0.104344,0.064607,1.000000,1.000000,1.000000,0.094266,0.107726,0.100996,1.000000,1.000000,1.000000
1760991191896.527,0.104612,0.000000,0.052306,-0.091096,-0.071572,0.061187,1.000000,1.000000,1.000000,0.092115,0.103864,0.097989,1.000000,1.000000,1.000000
1760991192031.148,0.525095,0.151719,0.338407,0.089758,-0.239271,0.026250,1.000000,1.000000,1.000000,0.092835,0.079139,0.085987,1.000000,1.000000,1.000000
1760991192160.592,0.437183,0.419762,0.428472,0.204609,-0.205705,0.004334,1.000000,1.000000,1.000000,0.087767,0.072620,0.080193,1.000000,1.000000,1.000000
1760991192296.458,0.000000,0.000000,0.000000,-0.165340,-0.321785,0.021399,1.000000,1.000000,1.000000,0.088958,0.090965,0.089962,1.000000,1.000000,1.000000
1760991192428.781,0.000000,0.000000,0.000000,-0.155304,-0.083114,0.075030,0.983998,1.000000,0.991999,0.085213,0.105196,0.095204,1.000000,1.000000,1.000000
1760991192560.544,0.000000,0.000000,0.000000,-0.179330,-0.016119,0.060955,1.000000,1.000000,1.000000,0.091132,0.111596,0.101364,1.000000,1.000000,1.000000
1760991192695.043,0.028537,0.000000,0.014269,-0.247808,-0.027566,0.051309,0.986973,1.000000,0.993487,0.085356,0.108002,0.096679,1.000000,1.000000,1.000000
1760991192832.452,0.017026,0.000000,0.008513,-0.128839,-0.054566,0.045354,1.000000,1.000000,1.000000,0.094126,0.100772,0.097449,1.000000,1.000000,1.000000
1760991192960.886,0.043733,0.000000,0.021866,-0.183248,-0.031465,0.036464,1.000000,1.000000,1.000000,0.087695,0.107649,0.097672,1.000000,1.000000,1.000000
1760991193098.977,0.082045,0.000000,0.041022,-0.167001,-0.019148,0.050235,1.000000,1.000000,1.000000,0.090671,0.110133,0.100402,1.000000,1.000000,1.000000
1760991193224.205,0.081977,0.000000,0.040988,-0.210650,-0.026904,0.045427,1.000000,1.000000,1.000000,0.085872,0.113558,0.099715,1.000000,1.000000,1.000000
1760991193360.034,0.119019,0.000000,0.059509,-0.194902,0.014913,0.045918,1.000000,1.000000,1.000000,0.090125,0.113828,0.101977,1.000000,1.000000,1.000000
